description,industry,level,size,line_code,value
Markets where business sold manufactured or finished goods - NZ and overseas,Accommodation & food services,1,total,C0202.03,57
Markets where business sold manufactured or finished goods - NZ and overseas,"Transport, postal, & warehousing",1,total,C0202.03,30
Markets where business sold manufactured or finished goods - NZ and overseas,Information media & telecommunications,1,total,C0202.03,48
Markets where business sold manufactured or finished goods - NZ and overseas,Publishing,2,total,C0202.03,36
Markets where business sold manufactured or finished goods - NZ and overseas,Motion picture,2,total,C0202.03,6
Markets where business sold manufactured or finished goods - NZ and overseas,Telecommunications,2,total,C0202.03,3
Markets where business sold manufactured or finished goods - NZ and overseas,Financial & insurance services,1,total,C0202.03,12
Markets where business sold manufactured or finished goods - NZ and overseas,Finance,2,total,C0202.03,6
Markets where business sold manufactured or finished goods - NZ and overseas,Insurance,2,total,C0202.03,0
Markets where business sold manufactured or finished goods - NZ and overseas,Auxiliary,2,total,C0202.03,6
Markets where business sold manufactured or finished goods - NZ and overseas,"Rental, hiring, & real estate services",1,total,C0202.03,30
Markets where business sold manufactured or finished goods - NZ and overseas,"Professional, scientific, & technical services",1,total,C0202.03,186
Markets where business sold manufactured or finished goods - NZ and overseas,Computer systems design,2,total,C0202.03,39
Markets where business sold manufactured or finished goods - NZ and overseas,Other professional scientific,2,total,C0202.03,150
Markets where business sold manufactured or finished goods - NZ and overseas,Administrative & support services,1,total,C0202.03,33
Markets where business sold manufactured or finished goods - NZ and overseas,Education & training,1,total,C0202.03,3
Markets where business sold manufactured or finished goods - NZ and overseas,Health care & social assistance,1,total,C0202.03,0
Markets where business sold manufactured or finished goods - NZ and overseas,Arts & recreation services,1,total,C0202.03,21
Markets where business sold manufactured or finished goods - NZ and overseas,Other services,1,total,C0202.03,72
Markets where business sold manufactured or finished goods - NZ and overseas,total,0,total,C0202.03,4584
Markets where business sold manufactured or finished goods - not applicable,total,0,6–19 employees,C0202.04,20526
Markets where business sold manufactured or finished goods - not applicable,total,0,20–49 employees,C0202.04,4404
Markets where business sold manufactured or finished goods - not applicable,total,0,50–99 employees,C0202.04,1275
Markets where business sold manufactured or finished goods - not applicable,total,0,100+ employees,C0202.04,1059
Markets where business sold manufactured or finished goods - not applicable,"Agriculture, forestry, & fishing",1,total,C0202.04,3357
Markets where business sold manufactured or finished goods - not applicable,Agriculture,2,total,C0202.04,2241
Markets where business sold manufactured or finished goods - not applicable,Commercial fishing,2,total,C0202.04,33
Markets where business sold manufactured or finished goods - not applicable,Forestry & logging,2,total,C0202.04,240
Markets where business sold manufactured or finished goods - not applicable,"Agriculture, forestry, & fishing support services",2,total,C0202.04,843
Markets where business sold manufactured or finished goods - not applicable,Mining,1,total,C0202.04,66
Markets where business sold manufactured or finished goods - not applicable,Manufacturing,1,total,C0202.04,804
Markets where business sold manufactured or finished goods - not applicable,"Food, beverage, & tobacco",2,total,C0202.04,168
Markets where business sold manufactured or finished goods - not applicable,"Textile, clothing, footwear, & leather",2,total,C0202.04,27
Markets where business sold manufactured or finished goods - not applicable,Wood & paper product,2,total,C0202.04,69
Markets where business sold manufactured or finished goods - not applicable,"Printing, publishing, & recorded media",2,total,C0202.04,48
Markets where business sold manufactured or finished goods - not applicable,"Petroleum, coal, chemical, & associated product",2,total,C0202.04,33
Markets where business sold manufactured or finished goods - not applicable,Non-metallic mineral product,2,total,C0202.04,30
Markets where business sold manufactured or finished goods - not applicable,Metal product,2,total,C0202.04,174
Markets where business sold manufactured or finished goods - not applicable,Transport and industrial machinery & equipment,2,total,C0202.04,162
Markets where business sold manufactured or finished goods - not applicable,Other machinery & equipment,2,total,C0202.04,39
Markets where business sold manufactured or finished goods - not applicable,Other manufacturing,2,total,C0202.04,54
Markets where business sold manufactured or finished goods - not applicable,"Electricity, gas, water, & waste services",1,total,C0202.04,141
Markets where business sold manufactured or finished goods - not applicable,Construction,1,total,C0202.04,4326
Markets where business sold manufactured or finished goods - not applicable,Wholesale trade,1,total,C0202.04,567
Markets where business sold manufactured or finished goods - not applicable,Machinery & equipment wholesaling,2,total,C0202.04,153
Markets where business sold manufactured or finished goods - not applicable,Other wholesale trade,2,total,C0202.04,411
Markets where business sold manufactured or finished goods - not applicable,Retail trade,1,total,C0202.04,1209
Markets where business sold manufactured or finished goods - not applicable,Accommodation & food services,1,total,C0202.04,3237
Markets where business sold manufactured or finished goods - not applicable,"Transport, postal, & warehousing",1,total,C0202.04,1461
Markets where business sold manufactured or finished goods - not applicable,Information media & telecommunications,1,total,C0202.04,285
Markets where business sold manufactured or finished goods - not applicable,Publishing,2,total,C0202.04,93
Markets where business sold manufactured or finished goods - not applicable,Motion picture,2,total,C0202.04,81
Markets where business sold manufactured or finished goods - not applicable,Telecommunications,2,total,C0202.04,108
Markets where business sold manufactured or finished goods - not applicable,Financial & insurance services,1,total,C0202.04,579
Markets where business sold manufactured or finished goods - not applicable,Finance,2,total,C0202.04,186
Markets where business sold manufactured or finished goods - not applicable,Insurance,2,total,C0202.04,33
Markets where business sold manufactured or finished goods - not applicable,Auxiliary,2,total,C0202.04,360
Markets where business sold manufactured or finished goods - not applicable,"Rental, hiring, & real estate services",1,total,C0202.04,867
Markets where business sold manufactured or finished goods - not applicable,"Professional, scientific, & technical services",1,total,C0202.04,4008
Markets where business sold manufactured or finished goods - not applicable,Computer systems design,2,total,C0202.04,729
Markets where business sold manufactured or finished goods - not applicable,Other professional scientific,2,total,C0202.04,3282
Markets where business sold manufactured or finished goods - not applicable,Administrative & support services,1,total,C0202.04,1590
Markets where business sold manufactured or finished goods - not applicable,Education & training,1,total,C0202.04,939
Markets where business sold manufactured or finished goods - not applicable,Health care & social assistance,1,total,C0202.04,2529
Markets where business sold manufactured or finished goods - not applicable,Arts & recreation services,1,total,C0202.04,423
Markets where business sold manufactured or finished goods - not applicable,Other services,1,total,C0202.04,867
Markets where business sold manufactured or finished goods - not applicable,total,0,total,C0202.04,27264
Markets where business sold services - NZ only,total,0,6–19 employees,C0203.01,16467
Markets where business sold services - NZ only,total,0,20–49 employees,C0203.01,3948
Markets where business sold services - NZ only,total,0,50–99 employees,C0203.01,1044
Markets where business sold services - NZ only,total,0,100+ employees,C0203.01,897
Markets where business sold services - NZ only,"Agriculture, forestry, & fishing",1,total,C0203.01,750
